pol_number,gender,agecat,credit_score,area,traffic_index,veh_age,veh_body,veh_value,person_age,numclaims,claimcst0
37772954,M,6,494,5,72,1,SEDAN,1.936,85,2,4490
65292697,F,2,473,1,103.4,2,SEDAN,1.925,35,3,4717
75901807,F,5,846,1,100.2,3,SEDAN,1.133,67,0,0
88940435,M,4,733,3,79.5,3,HBACK,1.232,60,0,875
51232801,M,1,661.3218455,3,142.5,3,STNWG,4.521,27,0,1235
86358457,F,2,386,4,77.9,4,STNWG,2.09,38,0,0
45792374,M,2,661.3218455,1,82.8,4,TRUCK,1.452,40,0,0
50550049,F,4,626,4,59.8,3,HBACK,1.342,58,2,1226
74621337,F,6,384,2,138.4,2,STNWG,3.069,86,2,5040
78480349,M,2,613,1,109.2,4,PANVN,1.584,32,1,626
82913029,M,1,661.3218455,6,140,2,HDTOP,3.861,23,2,345
68316681,F,5,711,3,105,4,COUPE,1.331,66,0,0
59892830,F,3,648,2,125.3,3,HBACK,1.485,61,1,0
18003891,F,2,561,4,122.1,2,STNWG,4.378,35,1,0
67143666,M,2,786,2,88.4,2,STNWG,4.015,37,0,4125
14876619,F,4,476,3,141,3,HBACK,1.012,53,1,0
53591797,F,1,339,1,96.3,4,HBACK,0.55,28,1,8432
70060381,F,2,323,1,78.9,3,STNWG,1.98,42,0,1749
86830048,F,2,361,3,150,1,SEDAN,1.815,40,2,0
35512248,F,3,606,4,178.2,4,UTE,1.683,44,0,0
65721909,F,5,782,2,103.7,2,SEDAN,1.716,68,0,0
38905766,F,6,660,1,82.5,4,PANVN,1.364,75,1,690
92538354,M,3,762,3,104.4166358,2,SEDAN,2.75,39,0,1690
33306943,F,6,398,3,111,3,SEDAN,1.001,77,2,1464
42048365,F,6,810,4,77.4,4,SEDAN,0.429,77,0,513
76146130,M,4,730,3,105,4,STNWG,2.035,55,0,0
10808106,F,2,661.3218455,1,104.4166358,1,SEDAN,2.046,40,0,0
77482605,F,5,728,2,111.4,4,SEDAN,1.331,65,2,0
70354333,F,2,438,3,103.5,2,SEDAN,1.177,36,2,0
74029045,F,2,716,3,103.5,2,HBACK,1.463,38,0,568
40247948,M,2,661.3218455,4,136.9,3,STNWG,3.366,37,2,0
54771276,M,5,796,2,118.4,2,HBACK,1.76,63,0,0
16160434,M,1,646,5,27,3,UTE,2.387,30,1,24982
46419943,M,4,667,1,50.7,2,SEDAN,2.046,57,0,149
41449970,M,4,840,5,67.5,1,UTE,3.8819,62,2,3026
66923219,F,5,773,2,135.6,4,SEDAN,1.045,69,0,0
58694374,M,6,724,6,128,3,UTE,2.299,81,1,1624
68311649,F,3,549,1,78.2,4,HBACK,1.166,66,0,0
66876083,F,4,835,3,148.5,4,HBACK,0.583,53,0,0
11661958,F,3,582,2,97.7,2,HBACK,1.65,51,2,0
25225722,M,6,832,2,132,4,HBACK,0.484,78,2,1929
69566401,F,5,783,1,91.2,4,SEDAN,0.506,62,0,0
91169350,F,6,825,3,108,4,STNWG,0.781,82,0,2305
84648038,F,5,590,3,147,3,STNWG,2.299,71,1,0
51893768,F,3,661.3218455,2,137.1,2,HDTOP,2.827,51,0,0
15872517,F,3,735,1,44.5,3,HBACK,1.342,90,0,1605
45305293,F,2,626,2,135.4,3,STNWG,2.068,38,2,597
24248400,F,1,659,3,127.5,3,SEDAN,1.507,23,0,1280
54540745,M,5,770,1,96.8,3,HBACK,1.111,64,0,0
10540848,M,3,626,2,80,4,HBACK,0.341,46,0,0
19107718,M,2,503,1,102.6,1,SEDAN,2.673,40,1,4154
68027473,F,5,597,1,63.3,2,STNWG,1.98,71,1,0
88207830,F,6,638,4,115.4,1,STNWG,5.181,86,1,2305
15085858,F,1,661.3218455,1,89.6,3,SEDAN,1.243,30,0,0
30439180,F,2,497,3,114,4,SEDAN,1.045,40,1,0
15116697,F,3,656,1,92.2,2,SEDAN,1.98,51,0,0
39411331,M,1,661.3218455,1,82.1,4,UTE,1.089,23,2,334
23398909,M,5,531,1,65,1,HBACK,1.441,68,2,0
53240405,M,3,729,3,120,4,STNWG,1.452,50,2,1607
19498357,F,3,661,4,95.2,4,STNWG,0.781,47,1,7862
80482308,M,4,680,1,86,2,STNWG,3.575,56,0,0
35989073,F,1,662,4,110.9,3,STNWG,1.892,31,2,898
92825804,F,3,609,1,81.8,1,SEDAN,2.519,49,0,0
79204006,M,5,444,3,148.5,1,STNWG,5.302,62,1,1275
84456395,F,3,609,6,144,1,SEDAN,2.442,46,1,0
70361743,M,5,817,2,95.3,2,HBACK,1.738,65,0,0
93442263,F,2,834,1,49.1,1,HBACK,1.738,36,0,0
77345932,M,4,454,1,65.5,4,HBACK,0.473,58,2,0
65300052,M,2,661.3218455,1,51.6,2,PANVN,1.881,36,2,626
20405359,M,5,740,1,60.5,3,UTE,1.672,69,1,6779
82244447,F,4,829,5,104.4166358,3,SEDAN,1.98,58,0,5018
75753463,F,2,635,6,104.4166358,3,TRUCK,2.211,37,0,0
92406229,F,2,668,6,96,2,STNWG,2.376,35,0,0
41037918,F,5,830,4,92.2,4,COUPE,0.649,69,0,0
21094643,M,3,538,3,112.5,4,STNWG,1.243,50,1,190
24034932,M,3,758,1,70.9,1,HBACK,3.696,49,0,443
12260870,F,3,515,4,13.8,3,STNWG,2.431,43,0,0
10741760,F,2,603,3,130.5,2,HBACK,1.463,36,2,414
44835795,F,1,503,2,139.6,1,SEDAN,2.4178,30,4,1117
44580719,F,3,618,1,100.5,4,SEDAN,0.495,50,0,6948
22661752,F,6,439,3,127.5,1,SEDAN,2.024,74,2,19205
24535855,F,5,790,1,123.1,4,HBACK,0.913,67,0,0
68359571,F,3,739,2,116.1,4,STNWG,2.167,52,0,0
37811279,M,5,814,2,114.3,3,HBACK,1.496,64,3,4674
44607779,F,3,648,5,19.5,3,HBACK,1.276,47,2,2984
77296974,M,2,498,6,94,2,HDTOP,3.806,36,1,6732
13779339,M,6,768,2,104.4166358,2,STNWG,4.488,88,1,320
40200674,F,3,624,1,71.9,4,STNWG,0.781,34,0,0
72124849,M,3,674,5,64.5,2,HBACK,1.463,44,1,6818
41406409,M,5,678,2,81.2,4,SEDAN,0.737,70,0,17082
37570635,F,6,830,5,51,4,HDTOP,1.32,82,3,3043
58733760,F,3,655,3,145.5,2,STNWG,2.761,43,0,0
90660669,F,5,692,1,92,3,HDTOP,1.771,67,0,2526
46024346,F,2,355,4,72.1,2,SEDAN,1.507,41,2,904
20044658,M,5,683,2,75.8,1,SEDAN,2.233,68,0,0
16693440,F,6,336,4,80.9,1,HBACK,1.881,93,2,0
61964773,M,6,801,4,66.7,2,HBACK,2.002,76,2,0
15612081,F,5,564,3,118.5,3,SEDAN,1.815,70,2,0
55610833,M,4,785,3,135,3,SEDAN,1.133,56,4,0
63036446,M,3,657,2,130.8,4,STNWG,0.968,48,1,217
49518359,F,3,720,3,117,3,SEDAN,1.353,70,0,0
24496971,F,5,811,3,132,4,HBACK,1.43,67,0,0
62998386,F,4,728,1,78,2,SEDAN,1.881,61,0,0
61747389,M,5,712,2,144,4,HDTOP,2.101,65,1,38782
90275434,F,2,388,6,128,1,STNWG,5.588,33,2,7709
43873366,F,5,783,5,54,3,SEDAN,1.617,71,0,0
26831293,F,3,774,3,99,3,SEDAN,1.826,50,0,1002
44974769,F,2,686,4,133.5,1,STNWG,4.158,41,0,1073
32906904,M,3,754,2,104.4166358,1,STNWG,3.619,66,4,7245
93606562,M,1,628,3,100.5,2,PANVN,2.409,27,2,104
74060619,F,4,414,1,96.7,2,HBACK,1.32,54,1,0
62140517,F,4,662,3,147,2,SEDAN,2.255,52,1,0
71198336,F,3,401,3,127.5,2,HBACK,1.87,48,1,6602
70957420,M,4,559,6,104.4166358,4,UTE,0.88,56,0,1571
38247906,F,4,671,2,141.2,4,SEDAN,0.781,52,0,0
11250027,F,2,570,2,71.4,4,HBACK,0.583,36,4,0
85132804,F,5,707,3,126,4,SEDAN,2.145,71,0,2647
55701224,F,4,646,3,104.4166358,2,HBACK,1.496,53,1,462
75649036,F,5,750,5,104.4166358,4,UTE,1.166,71,0,8715
91853535,F,2,517,3,142.5,4,STNWG,0.781,34,1,0
49344351,F,2,661.3218455,3,129,1,SEDAN,1.705,35,0,0
56637882,F,5,833,5,52.5,3,SEDAN,1.067,68,0,232
87279348,F,5,456,1,108.7,3,HBACK,1.309,62,0,4145
49918899,F,6,832,2,115.5,2,HBACK,1.727,80,0,1312
67732424,F,4,639,3,136.5,1,STNWG,4.51231,61,0,0
13100272,M,6,797,3,130.5,3,SEDAN,1.474,84,1,1534
14638575,M,3,441,3,133.5,1,SEDAN,3.465,44,2,3357
19843193,M,5,832,2,112,4,HBACK,0.88,67,4,813
48214525,F,3,648,5,54,4,STNWG,1.562,50,0,0
46311449,F,3,394,1,50.9,3,HBACK,1.1,43,2,0
86410770,M,6,378,1,97.1,3,STNWG,2.189,76,2,0
10259628,M,5,794,1,81.5,4,SEDAN,0.451,65,0,0
16939917,M,3,666,2,111.7,3,HBACK,0.924,48,1,0
10014928,F,2,665,6,144,3,STNWG,3.102,40,0,644
24133824,M,4,737,4,110.2,4,TRUCK,1.529,61,2,8335
92223659,F,3,689,4,129.6,2,SEDAN,2.53,58,0,23295
95457349,M,3,716,1,88.5,2,STNWG,4.037,76,0,0
13939386,M,3,768,3,139.5,3,SEDAN,1.254,38,0,3357
12573397,M,2,568,6,114,4,TRUCK,0.968,33,2,0
64842382,F,4,620,1,97.8,2,SEDAN,1.793,59,0,0
80349202,F,5,779,3,135,1,SEDAN,2.717,63,1,2647
95034692,M,1,463,1,104.4166358,2,STNWG,4.048,25,1,5262
28194359,M,5,793,2,122.6,2,STNWG,5.797,65,2,2747
91306392,M,4,689,1,44.6,4,STNWG,2.607,59,0,0
22132638,M,2,496,2,127.3,3,HBACK,1.001,39,2,538
34077988,F,4,628,1,71.3,4,STNWG,2.09,59,0,0
50827611,F,2,687,3,144,4,HBACK,0.451,33,0,837
81420053,F,3,381,1,60.3,4,HBACK,0.682,38,0,0
49535756,F,5,743,2,113.8,1,HBACK,2.068,67,0,0
56091713,F,4,849,3,100.5,3,SEDAN,1.661,56,0,0
97150975,F,1,533,4,90.7,2,SEDAN,1.771,30,0,0
52854064,M,4,660,3,121.5,2,SEDAN,2.607,53,2,0
25818444,M,3,651,1,114.3,2,SEDAN,2.145,47,0,6588
26335940,M,2,320,5,88.5,2,UTE,3.806,40,1,0
34379632,F,3,696,1,49.7,2,SEDAN,1.386,44,0,0
94327290,F,5,832,3,139.5,4,SEDAN,2.629,67,1,4377
47607348,F,1,661.3218455,3,132,3,HBACK,0.825,23,0,2449
85140177,M,4,651,4,52,3,UTE,1.551,59,3,296
89263619,M,3,765,3,135,3,SEDAN,1.089,49,1,601
31492886,F,1,557,3,141,2,HBACK,2.585,22,0,0
28980259,F,3,607,2,92.3,3,HBACK,1.023,50,0,273
31172017,M,4,794,1,109.1,2,HBACK,1.76,59,0,6322
50510094,F,1,715,1,87.3,1,HBACK,1.573,25,1,8432
32950375,M,3,693,2,115.2,3,HBACK,2.673,48,2,2834
64509561,M,1,494,4,97.8,4,PANVN,0.429,32,5,6627
27960529,F,2,436,6,98,4,STNWG,1.221,37,0,0
38029588,F,4,693,2,130.8,2,COUPE,3.597,53,0,0
76541006,M,4,698,3,147,2,SEDAN,4.499,56,3,0
19561644,F,5,684,2,103.4,4,HBACK,0.583,66,0,0
49778282,M,3,833,3,129,2,STNWG,4.466,84,0,12430
94456652,M,3,806,3,124.5,3,HBACK,1.243,60,1,30464
74260001,M,4,559,3,141,2,SEDAN,1.782,57,3,134
43882931,M,3,399,5,9,3,STNWG,3.729,49,0,0
40083244,M,3,770,3,130.5,4,STNWG,1.496,42,0,2294
67836817,F,2,416,3,129,2,STNWG,2.684,36,0,0
18368614,F,4,705,2,88.5,3,STNWG,1.089,61,2,0
78795420,M,3,661.3218455,1,102.3,3,HDTOP,1.936,50,2,10872
11061630,F,3,464,3,124.5,3,SEDAN,1.177,51,2,1002
38595181,M,3,671,5,58.5,3,UTE,1.639,44,2,4755
39279656,F,5,713,1,81.2,3,CONVT,6.314,67,0,478
67558983,F,1,585,3,132,3,SEDAN,1.551,26,1,0
50439366,F,2,703,6,104.4166358,4,STNWG,1.804,33,0,1472
30634851,F,5,845,3,129,2,SEDAN,2.167,70,0,0
13381210,F,2,342,4,52.6,2,STNWG,2.937,38,1,3767
91539430,M,5,746,2,96.7,2,SEDAN,1.672,65,2,2376
41315703,M,3,661.3218455,3,141,1,HBACK,1.562,35,0,654
25223900,F,4,650,1,89.4,1,UTE,3.916,57,0,0
28108253,M,2,609,2,140.9,4,SEDAN,0.407,33,1,1493
80990927,F,5,845,2,109.5,3,HBACK,0.924,66,1,0
39540920,F,1,561,3,145.5,2,HBACK,2.035,24,2,4199
48622822,M,5,756,6,102,3,UTE,2.409,68,1,371
41161463,M,2,602,6,122,2,UTE,1.529,33,2,837
22524356,F,1,586,1,90.8,1,HBACK,1.551,26,1,0
56071886,M,4,361,3,150,4,SEDAN,0.484,55,1,396
25094030,F,2,645,3,145.5,4,HBACK,0.594,42,2,833
20992374,F,2,508,6,106,3,UTE,3.036,38,0,0
36961389,F,4,756,3,121.5,3,SEDAN,1.386,53,0,1144
56235769,F,3,514,3,94.5,4,SEDAN,0.781,43,1,0
81467090,M,5,784,1,70.5,3,HBACK,1.782,65,0,0
71934056,M,5,803,5,60,3,SEDAN,1.177,68,0,18122
63524969,M,5,633,4,102.5,4,STNWG,1.056,63,1,255
68095886,F,3,663,2,96.1,4,STNWG,0.638,52,3,0
82165125,F,2,601,5,104.4166358,2,STNWG,2.871,38,0,0
43609514,M,3,689,1,111.8,1,HBACK,1.485,42,2,3212
90802977,M,4,738,3,129,3,SEDAN,1.122,56,1,3059
58505550,M,3,702,4,93.2,4,UTE,1.045,51,0,464
93247506,M,5,763,4,128.3,1,STNWG,4.1239,69,1,280
76975512,F,1,420,4,151.7,3,HBACK,0.913,24,3,0
17730804,F,4,781,5,21,2,STNWG,2.585,54,0,0
66938933,F,6,766,4,108.5,3,SEDAN,1.562,82,0,0
92016812,M,3,701,1,107.5,2,SEDAN,2.574,45,1,10014
46805764,F,5,825,3,141,4,SEDAN,0.44,62,0,0
64327241,M,1,615,2,112.1,4,UTE,1.287,25,3,1492
83944083,F,3,773,1,106.8,4,HBACK,0.517,67,0,0
68717209,F,5,823,2,106.6,4,SEDAN,0.484,70,0,0
85998302,F,3,317,5,75,4,STNWG,2.211,46,0,0
42544188,F,3,318,4,83.1,2,SEDAN,1.694,85,1,0
63743665,M,3,682,4,120.2,4,PANVN,0.836,45,0,0
32137152,M,6,764,6,124,3,STNWG,2.629,82,0,0
24688602,M,5,770,3,145.5,4,SEDAN,1.001,69,0,0
72271671,M,4,567,3,148.5,4,MIBUS,0.781,58,3,698
70817454,F,5,659,1,79.4,3,SEDAN,1.419,69,3,0
40353923,M,2,687,3,112.5,3,HBACK,1.199,33,2,0
88535780,M,4,817,1,73.7,2,SEDAN,2.123,56,0,915
82848146,F,1,558,1,111.5,3,HBACK,1.089,22,1,0
17087270,F,2,735,2,104.4166358,3,SEDAN,1.155,36,0,1557
15546065,M,5,723,5,64.5,2,STNWG,3.938,66,0,0
37736015,M,5,798,2,121.5,4,TRUCK,0.781,63,4,40537
11408703,F,4,803,2,145,4,HBACK,0.374,53,0,0
33381553,F,3,712,3,129,3,SEDAN,1.067,48,0,0
97087286,F,3,827,3,138,3,SEDAN,2.189,85,0,0
86695794,F,1,661.3218455,2,102.2,4,HBACK,0.594,32,0,0
34179055,F,1,671,4,95.5,3,HBACK,0.935,25,2,1056
87748982,F,3,660,3,84,2,STNWG,5.973,47,0,0
52946607,F,2,778,3,104.4166358,4,STNWG,1.936,40,1,0
79669876,F,5,683,5,55.5,4,MIBUS,0.968,66,0,0
23125540,M,2,633,2,117.9,4,UTE,1.045,39,0,0
90923622,F,5,702,2,99.9,3,MCARA,3.465,64,0,0
76230051,M,6,713,3,145.5,1,SEDAN,2.475,75,2,370
78191589,M,2,794,2,148.8,4,PANVN,0.319,41,0,10861
22397423,F,2,661.3218455,1,65.4,1,HBACK,1.408,39,2,0
43102749,M,2,594,3,150,4,HBACK,0.748,33,1,574
51231386,M,6,844,4,157.1,4,STNWG,2.123,82,2,1943
74347957,F,1,366,2,143.2,4,SEDAN,0.968,31,2,1740
24872897,M,5,758,4,93.8,4,UTE,1.595,69,2,887
72934390,F,2,642,5,40.5,2,STNWG,3.905,40,0,0
13525406,F,3,719,2,120.9,3,STNWG,1.32,74,1,402
37623016,F,1,378,6,156,1,HBACK,2.013,31,2,957
83475381,F,3,609,3,132,4,STNWG,0.891,47,0,0
26478675,M,4,706,3,130.5,4,SEDAN,0.473,53,3,227
34983517,F,1,449,1,39.6,1,SEDAN,2.321,29,1,16632
75825448,M,2,690,3,115.5,1,HBACK,1.573,41,2,546
16349948,F,4,730,5,37.5,2,SEDAN,1.65,57,0,0
23676450,M,3,846,6,74,4,UTE,1.353,52,0,371
44684485,F,2,639,2,102.5,3,SEDAN,1.595,32,0,1117
37287274,F,6,834,3,147,2,SEDAN,1.914,90,0,1464
26479971,F,6,364,1,111.6,4,SEDAN,0.396,89,1,2657
61882096,F,2,523,6,82,2,STNWG,3.465,36,2,0
98561192,M,2,449,3,115.5,4,STNWG,0.968,38,2,0
20130682,M,5,702,1,67.3,3,STNWG,2.662,69,1,0
94626454,F,3,830,3,142.5,3,STNWG,2.585,44,2,0
59796203,F,5,704,2,114.9,3,STNWG,4.994,62,0,0
86933891,M,2,630,2,116.4,2,UTE,1.793,32,0,0
28434535,F,3,661.3218455,3,60,4,SEDAN,0.396,27,0,0
86882060,F,3,728,1,96.7,4,HBACK,0.583,42,0,0
70707983,M,6,785,2,131.4,2,SEDAN,1.914,77,0,16980
47961909,F,1,695,5,104.4166358,1,STNWG,5.269,28,0,0
37460334,F,3,725,4,86.5,1,HBACK,1.4839,44,0,1073
64726121,F,6,351,1,74.9,2,SEDAN,1.881,77,0,7086
79034201,F,5,705,1,90.9,3,SEDAN,1.826,70,2,4407
88276386,F,3,785,4,90.8,2,STNWG,3.586,45,0,0
15948361,F,3,690,1,104.4166358,4,SEDAN,1.342,50,0,0
39222617,M,3,681,4,112,4,UTE,0.968,47,2,3154
71543738,F,4,700,6,104.4166358,4,STNWG,1.793,56,0,355
49021288,F,2,614,4,106,2,SEDAN,2.112,33,2,904
27900950,F,2,348,3,108,4,HBACK,1.353,41,1,0
88321576,F,4,678,1,97.6,3,SEDAN,1.298,55,0,0
58249853,F,2,661.3218455,2,114.3,1,SEDAN,2.75,37,0,0
70435201,M,5,736,2,139.9,3,STNWG,4.4,66,1,1432
75457054,F,3,576,3,139.5,2,STNWG,3.894,50,0,0
92871413,F,3,567,2,104.4166358,2,HBACK,1.221,62,0,0
72079463,M,2,436,5,61.5,4,HBACK,0.627,35,2,0
46536941,F,2,779,1,93,2,HBACK,1.309,33,0,1177
24509330,F,1,627,3,136.5,3,SEDAN,1.089,28,2,0
13522109,F,5,758,3,133.5,3,SEDAN,1.276,67,0,0
45272641,M,3,608,4,60.2,1,HBACK,2.244,45,1,4589
38335486,F,4,738,2,138.9,3,SEDAN,1.562,52,0,0
34779865,F,5,349,1,52.9,4,HBACK,0.385,63,2,0
79372399,F,3,657,2,109.8,4,SEDAN,0.803,45,2,0
31252074,F,2,687,6,122,2,UTE,3.41,41,3,475
33964365,M,2,681,6,84,1,UTE,3.927,39,1,837
84874053,F,4,528,3,147,4,HBACK,0.396,57,2,1474
98763268,M,2,485,3,150,3,STNWG,4.4,41,4,1403
30029153,F,1,514,3,148.5,3,HBACK,0.836,27,2,0
80027718,M,3,635,6,104.4166358,4,STNWG,1.76,51,1,22588
75390287,M,4,755,2,123,1,SEDAN,3.234,58,0,0
46000452,M,5,801,2,124.5,1,TRUCK,1.925,69,4,9723
74996616,F,6,724,1,70.9,2,SEDAN,1.749,82,2,7086
21325825,M,5,575,1,67,3,HBACK,0.847,63,1,0
86352007,F,3,619,1,112.5,4,SEDAN,0.836,43,0,258
98297827,M,3,789,2,102.8,2,STNWG,3.872,63,1,0
58402107,M,6,668,1,104.4166358,4,SEDAN,1.045,80,0,1359
60444070,F,4,834,4,127.9,1,UTE,3.916,62,0,1913
84999024,F,4,607,1,48,2,HBACK,1.078,53,0,0
24870973,M,2,661.3218455,3,118.5,4,HBACK,0.748,41,1,121
42754376,F,4,610,1,93.1,4,SEDAN,0.407,56,0,0
40064029,M,6,324,3,132,1,HBACK,1.529,97,1,1135
71024689,F,4,675,1,86.8,3,HBACK,2.035,59,0,0
65399599,F,3,806,2,108.9,2,HBACK,1.023,48,0,0
84554046,M,3,308,1,67.9,3,STNWG,1.485,89,0,382
11783527,F,3,565,1,94.4,3,STNWG,3.245,45,1,1051
55039531,F,5,749,3,117,4,STNWG,1.342,72,1,0
47052029,M,3,769,3,148.5,2,HBACK,2.101,51,4,0
70966196,F,2,620,3,145.5,3,SEDAN,1.639,37,0,0
51567264,M,4,666,4,0,2,STNWG,2.959,59,0,0
71811661,F,2,438,5,94.5,3,HBACK,1.012,36,2,0
12387540,M,3,724,4,108.6,2,STNWG,2.981,48,0,2869
35393034,M,1,686,2,104.4166358,3,SEDAN,1.54,25,2,417
78234525,M,3,431,1,88.2,1,STNWG,3.443,51,2,0
17266377,M,1,504,1,87.3,3,STNWG,1.287,27,4,1577
59578990,M,4,647,3,141,1,HBACK,2.2,59,2,1345
34081062,M,5,660,5,30,1,UTE,2.002,67,2,887
60822763,F,2,834,1,81.9,1,HBACK,1.364,35,0,287
44892067,M,4,738,4,143.9,1,STNWG,3.817,57,0,0
76007346,M,6,539,3,139.5,3,SEDAN,0.858,84,2,401
56028249,F,2,609,6,92,4,HDTOP,1.276,36,0,0
65509855,F,4,829,3,132,2,SEDAN,1.925,55,0,0
70974856,F,2,672,1,68,3,STNWG,2.167,38,5,1749
16321857,M,6,619,3,111,2,HDTOP,2.607,82,0,0
90457288,F,3,659,3,118.5,3,SEDAN,1.298,50,0,0
87964080,M,6,840,5,30,1,HBACK,2.079,90,0,160
31506943,F,2,623,3,124.5,1,HBACK,2.332,41,1,0
16831472,F,3,554,2,115.7,4,STNWG,1.276,45,0,2659
71313305,F,3,768,5,19.5,4,STNWG,2.607,42,0,0
26647149,M,5,775,3,129,2,UTE,3.74,70,0,0
57801816,F,3,732,3,144,1,SEDAN,2.475,44,0,1326
19174663,F,2,526,3,72,1,STNWG,3.355,38,1,329
43127381,F,4,618,3,85.5,2,SEDAN,2.079,54,0,3935
87896853,M,1,530,4,91.9,2,HDTOP,3.795,25,3,55846
13838911,F,3,710,1,43.4,3,HBACK,1.232,44,0,0
86183300,F,3,779,3,139.5,3,SEDAN,0.869,42,0,0
74380306,M,2,389,4,86.5,3,UTE,2.046,40,0,0
22770715,M,3,593,4,153.9,3,TRUCK,2.772,35,1,1182
14432010,M,1,615,4,143.2,1,HBACK,1.628,25,0,6747
69451230,M,5,843,5,36,1,SEDAN,2.783,68,1,18122
25162893,F,5,743,3,124.5,1,SEDAN,2.761,71,0,0
27243552,F,1,513,3,124.5,4,COUPE,0.869,22,1,0
23977945,F,6,817,3,141,2,SEDAN,1.914,-5,0,0
77908168,M,3,661.3218455,3,145.5,3,STNWG,2.266,49,2,244
64386393,F,4,769,3,117,2,SEDAN,1.837,57,0,0
20366422,M,2,699,4,78,4,UTE,0.968,33,2,410
25718081,M,4,679,2,122.3,3,UTE,1.87,52,1,208
58179454,M,4,758,3,144,3,SEDAN,1.386,54,2,0
21190492,M,3,767,1,89.3,2,CONVT,13.409,44,1,4640
79176727,M,6,706,4,153.7,2,SEDAN,1.958,86,0,0
95598932,M,4,661.3218455,3,118.5,4,HBACK,0.297,56,3,0
68638786,M,4,610,2,104.4166358,3,SEDAN,1.188,55,1,0
12834366,F,5,507,2,127.9,4,STNWG,1.452,65,1,0
93699792,F,4,431,3,127.5,4,UTE,0.451,53,1,916
95551072,F,5,834,4,100.6,3,HDTOP,1.87,69,3,0
37367582,M,4,698,4,110.7,4,SEDAN,0.781,56,5,515
26410361,F,2,726,1,79.8,2,STNWG,3.971,33,0,4760
10733078,F,3,585,4,66.2,2,SEDAN,1.672,51,0,27030
29758041,M,1,521,6,132,2,TRUCK,3.08,26,2,6604
31595032,M,4,810,1,47.3,2,HBACK,1.782,52,0,6322
85714819,M,3,788,4,143.9,2,HBACK,1.54,52,0,0
15419941,M,1,614,2,142.5,3,PANVN,1.76,27,1,1596
33775968,F,3,508,3,138,4,HBACK,0.407,45,2,0
58819808,F,4,713,5,48,4,HBACK,0.55,57,2,3842
54529519,F,4,718,1,72.6,3,SEDAN,1.716,59,0,0
90166615,F,3,649,1,51.5,1,SEDAN,2.772,50,0,0
27639120,M,6,406,3,127.5,1,HBACK,1.562,83,1,849
37305655,M,5,688,5,36,4,STNWG,1.342,70,0,0
28020712,F,4,807,3,126,1,SEDAN,2.431,60,0,161
82115250,F,3,683,2,110.4,4,HBACK,0.803,46,0,0
17400604,M,4,600,1,79.4,1,SEDAN,3.685,57,0,0
70902711,M,3,609,1,92.8,3,STNWG,3.047,47,0,0
54663736,M,1,520,2,100.6,3,STNWG,1.628,29,3,0
50523311,F,4,846,2,104.4166358,1,HBACK,1.496,54,3,0
35709051,F,4,842,3,135,1,HBACK,1.85185,61,2,0
13336635,F,1,328,1,103.1,2,SEDAN,1.925,29,0,15543
23505320,M,4,785,1,118.5,1,HBACK,1.639,57,0,744
70640989,F,3,543,6,148,1,UTE,3.179,50,2,0
15943188,M,4,524,3,148.5,4,SEDAN,0.825,61,2,227
71183158,F,5,735,3,123,4,SEDAN,0.495,65,0,0
77592503,M,6,381,5,104.4166358,4,PANVN,0.55,91,2,0
12522658,M,4,635,2,135.5,2,STNWG,4.048,55,2,341
45842571,F,6,829,6,122,3,HBACK,1.056,90,0,0
82562869,M,5,695,3,130.5,4,STNWG,2.101,71,0,355
60328513,M,2,825,3,141,2,SEDAN,2.53,36,0,3802
37937815,F,4,845,2,102,4,SEDAN,0.847,61,0,0
39865329,F,3,647,1,63.7,2,STNWG,6.259,45,0,7757
39723631,F,4,719,3,104.4166358,1,HDTOP,3.223,60,1,872
91688273,F,3,656,4,56.2,2,SEDAN,2.508,46,0,706
72941547,F,3,601,2,135.1,1,HBACK,1.7039,46,0,0
47906446,F,3,794,5,104.4166358,1,HBACK,1.903,52,0,0
10971688,F,2,655,2,79.8,1,STNWG,4.3439,36,1,0
44105935,F,3,549,3,136.5,4,SEDAN,0.715,49,1,1765
26795857,M,5,826,3,147,1,UTE,3.762,64,0,0
13448896,F,5,811,1,107.5,3,SEDAN,1.309,62,0,0
65549876,F,4,409,2,114.5,4,UTE,0.836,54,0,0
66999056,F,5,830,5,31.5,1,SEDAN,1.815,63,0,0
34248387,M,2,520,3,139.5,2,STNWG,2.464,32,2,907
15053152,F,5,581,3,130.5,2,HBACK,1.386,63,1,0
77656743,F,4,724,2,143.2,3,SEDAN,2.134,57,0,0
19493714,F,3,514,2,116,4,SEDAN,0.869,43,0,19472
12946433,F,2,600,2,112.9,4,HBACK,0.913,36,2,0
27230200,F,3,804,5,49.5,4,STNWG,1.452,51,4,0
12044690,F,6,826,2,104.4166358,3,SEDAN,1.166,89,0,0
23152047,F,5,738,1,41.3,2,HBACK,1.353,66,0,0
72105905,F,3,668,3,124.5,3,STNWG,3.245,48,0,0
29327362,F,3,784,3,136.5,3,SEDAN,1.089,50,0,1002
65236796,F,2,606,3,139.5,4,SEDAN,0.484,34,1,0
63553942,M,1,316,3,99,4,UTE,0.869,29,1,257
50743816,M,3,648,4,36.8,1,SEDAN,2.09,45,0,0
64493497,M,4,811,2,104.4166358,3,MCARA,3.729,58,2,2249
25561715,F,5,522,2,127.1,3,HBACK,1.221,66,1,0
